timestamp,model,img_size,epochs,batch_size,lr,weight_decay,label_smoothing,fine_tune_last,train_acc,val_acc,notes
2025-11-07 18:50:39,efficientnetv2b0,224,1,16,0.0003,0.0001,0.0,0,0.0078125,0.01171875,
2025-11-07 18:56:21,efficientnetv2b0,224,3,32,0.0003,0.0001,0.0,20,0.0079664569348096,0.0130463140085339,
2025-11-07 19:10:17,efficientnetv2b0,224,1,16,0.0003,0.0001,0.0,0,0.015625,0.015625,
2025-11-07 19:54:38,efficientnetv2b0,256,10,32,0.0003,0.0001,0.1,200,0.044863730669021606,0.03587736561894417,
2025-11-07 20:32:48,efficientnetv2b0,299,8,32,0.0003,0.0001,0.1,200,0.7509434223175049,0.8245270848274231,
2025-11-07 20:43:17,mobilenet_v2,224,12,32,0.0003,0.0001,0.1,150,0.6613556742668152,0.7397260069847107,
2025-11-07 20:52:27,efficientnetv2b0,224,1,16,0.0003,0.0001,0.0,0,0.0,0.0234375,
